"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","987","assertionTes","chromium","Wed Oct 22 02:05:27 CEST 2025","passed","Wed Oct 22 02:05:28 CEST 2025","","assertion.spec.ts","",""
